name,code,url,updatedAt,gasDayStart,gasDayEnd,gasInStorage,consumption,consumptionFull,injection,withdrawal,netWithdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,contractedCapacity,availableCapacity,coveredCapacity,status,trend,full
Germany,DE,DE,2025-08-06 10:15:05,2025-05-16,2025-05-17,91.1739,903.9000,10.09,573.41,97.3,-476.1,247.2908,4204.55,7106.87,167.1844,86.7312,-,E,0.19,36.87
Germany,DE,DE,2025-08-06 10:15:28,2025-05-15,2025-05-16,90.7017,903.9000,10.03,606.27,66.1,-540.2,247.2908,4204.55,7106.87,166.4553,87.6901,-,E,0.21,36.68
Germany,DE,DE,2025-08-06 10:15:30,2025-05-14,2025-05-15,90.1748,903.9000,9.98,737.53,53.8,-683.7,247.2908,4204.55,7106.87,165.9929,88.1526,-,E,0.28,36.47
Germany,DE,DE,2025-08-06 10:15:33,2025-05-13,2025-05-14,89.4934,903.9000,9.9,552.74,87.9,-464.9,247.2908,4204.55,7106.87,165.1865,88.959,-,E,0.18,36.19
Germany,DE,DE,2025-08-06 10:15:35,2025-05-12,2025-05-13,89.0393,903.9000,9.85,743.58,47,-696.5,247.2908,4204.55,7106.87,164.9865,89.159,-,E,0.29,36.01
Germany,DE,DE,2025-08-06 10:15:37,2025-05-11,2025-05-12,88.3242,903.9000,9.77,896.54,53.7,-842.8,247.3314,4204.51,7096.85,164.5865,89.559,-,E,0.34,35.71
Germany,DE,DE,2025-08-06 10:15:39,2025-05-10,2025-05-11,87.4778,903.9000,9.68,823.47,50.6,-772.9,247.3314,4204.51,7096.85,164.5865,89.559,-,E,0.31,35.37
Germany,DE,DE,2025-08-06 10:15:42,2025-05-09,2025-05-10,86.7031,903.9000,9.59,385,99.5,-285.5,246.3955,4204.51,7096.85,163.6507,89.559,-,E,0.12,35.19
Germany,DE,DE,2025-08-06 10:15:26,2025-05-08,2025-05-09,86.4176,903.9000,9.56,347.13,134.8,-212.3,246.3955,4204.51,7096.85,161.1422,92.108,-,E,0.08,35.07
Germany,DE,DE,2025-08-06 10:10:40,2025-05-07,2025-05-08,86.2159,903.9000,9.54,433.39,116.4,-317,247.3314,4204.51,7096.85,162.078,92.108,-,E,0.13,34.86
Germany,DE,DE,2025-08-06 10:10:42,2025-05-06,2025-05-07,85.8938,903.9000,9.5,351.27,89.6,-261.7,247.3314,4204.51,7096.85,161.631,92.555,-,E,0.11,34.73
Germany,DE,DE,2025-08-06 10:10:45,2025-05-05,2025-05-06,85.6328,903.9000,9.47,482.48,91.2,-391.3,246.3955,4204.51,7096.85,160.7187,92.5316,-,E,0.16,34.75
